Date,Time,Temperature_Celsius(℃),Relative_Humidity(%),DPT(℃),VPD(kPa),Abs Humidity(g/m³)
2024-07-09,19:18,35.6,67,28.5,1.92,27.32
2024-07-09,19:19,35.6,67,28.5,1.92,27.32
2024-07-09,19:20,35.6,67,28.5,1.92,27.32
2024-07-09,19:21,35.6,67,28.5,1.92,27.32
2024-07-09,19:22,35.6,67,28.5,1.92,27.32
2024-07-09,19:23,35.7,67,28.6,1.92,27.4
2024-07-09,19:24,35.7,67,28.6,1.93,27.47
2024-07-09,19:25,35.7,67,28.6,1.92,27.4
2024-07-09,19:26,35.6,67,28.5,1.92,27.32
2024-07-09,19:27,35.6,67,28.5,1.92,27.32
2024-07-09,19:28,35.6,68,28.8,1.86,27.73
2024-07-09,19:29,35.5,67,28.4,1.91,27.18
2024-07-09,19:30,35.4,67,28.3,1.9,27.04
2024-07-09,19:31,35.3,67,28.3,1.89,26.97
2024-07-09,19:32,35.3,67,28.2,1.89,26.9
2024-07-09,19:33,35.3,67,28.2,1.89,26.9
2024-07-09,19:34,35.3,68,28.5,1.83,27.3
2024-07-09,19:35,35.3,68,28.5,1.83,27.38
2024-07-09,19:36,35.4,68,28.6,1.84,27.45
2024-07-09,19:37,35.4,68,28.6,1.84,27.45
2024-07-09,19:38,35.4,68,28.6,1.84,27.45
2024-07-09,19:39,35.4,68,28.6,1.84,27.45
2024-07-09,19:40,35.4,68,28.6,1.84,27.45
2024-07-09,19:41,35.4,68,28.6,1.84,27.45
2024-07-09,19:42,35.4,68,28.6,1.84,27.45
2024-07-09,19:43,35.4,68,28.6,1.84,27.45
2024-07-09,19:44,35.4,68,28.6,1.84,27.45
2024-07-09,19:45,35.3,68,28.5,1.83,27.38
2024-07-09,19:46,35.3,68,28.5,1.83,27.3
2024-07-09,19:47,35.3,68,28.5,1.83,27.3
2024-07-09,19:48,35.3,68,28.5,1.83,27.3
2024-07-09,19:49,35.3,68,28.4,1.82,27.23
2024-07-09,19:50,35.2,68,28.4,1.82,27.16
2024-07-09,19:51,35.2,68,28.3,1.81,27.09
2024-07-09,19:52,35.1,68,28.3,1.81,27.02
2024-07-09,19:53,35.0,68,28.3,1.8,26.95
2024-07-09,19:54,35.0,68,28.2,1.8,26.88
2024-07-09,19:55,34.9,68,28.1,1.79,26.74
2024-07-09,19:56,34.8,69,28.3,1.72,26.99
2024-07-09,19:57,34.8,69,28.2,1.72,26.92
2024-07-09,19:58,34.7,69,28.2,1.71,26.85
2024-07-09,19:59,34.7,69,28.2,1.71,26.85
2024-07-09,20:00,34.7,70,28.4,1.66,27.24
2024-07-09,20:01,34.7,70,28.4,1.65,27.17
2024-07-09,20:02,34.6,70,28.3,1.65,27.1
2024-07-09,20:03,34.6,70,28.3,1.65,27.1
2024-07-09,20:04,34.6,70,28.3,1.65,27.1
2024-07-09,20:05,34.6,70,28.3,1.65,27.1
2024-07-09,20:06,34.6,70,28.3,1.65,27.1
2024-07-09,20:07,34.6,70,28.3,1.65,27.1
2024-07-09,20:08,34.6,70,28.3,1.65,27.1
2024-07-09,20:09,34.5,70,28.3,1.65,27.03
2024-07-09,20:10,34.5,70,28.2,1.64,26.96
2024-07-09,20:11,34.5,70,28.2,1.64,26.89
2024-07-09,20:12,34.4,70,28.1,1.63,26.82
2024-07-09,20:13,34.4,70,28.1,1.63,26.82
2024-07-09,20:14,34.4,70,28.1,1.63,26.82
2024-07-09,20:15,34.3,70,28.1,1.63,26.75
2024-07-09,20:16,34.3,71,28.3,1.57,27.06
2024-07-09,20:17,34.3,71,28.3,1.57,27.06
2024-07-09,20:18,34.3,71,28.3,1.57,27.06
2024-07-09,20:19,34.3,71,28.2,1.56,26.99
2024-07-09,20:20,34.2,71,28.2,1.56,26.92
2024-07-09,20:21,34.2,71,28.2,1.56,26.92
2024-07-09,20:22,34.2,71,28.2,1.56,26.92
2024-07-09,20:23,34.2,71,28.1,1.56,26.85
2024-07-09,20:24,34.1,71,28.1,1.55,26.78
2024-07-09,20:25,34.1,71,28.1,1.55,26.78
2024-07-09,20:26,34.1,71,28.1,1.55,26.78
2024-07-09,20:27,34.0,71,28.0,1.55,26.71
2024-07-09,20:28,34.0,71,28.0,1.54,26.64
2024-07-09,20:29,34.0,71,27.9,1.54,26.57
2024-07-09,20:30,33.9,72,28.1,1.48,26.87
2024-07-09,20:31,33.8,72,28.1,1.48,26.8
2024-07-09,20:32,33.8,72,28.0,1.47,26.73
2024-07-09,20:33,33.8,72,28.0,1.47,26.73
2024-07-09,20:34,33.8,72,28.0,1.47,26.73
2024-07-09,20:35,33.8,72,28.0,1.47,26.66
2024-07-09,20:36,33.7,72,27.9,1.46,26.59
2024-07-09,20:37,33.7,72,27.9,1.46,26.52
2024-07-09,20:38,33.6,72,27.8,1.46,26.45
2024-07-09,20:39,33.6,72,27.8,1.46,26.45
2024-07-09,20:40,33.6,73,28.1,1.4,26.82
2024-07-09,20:41,33.5,73,28.0,1.4,26.75
2024-07-09,20:42,33.5,73,28.0,1.4,26.68
2024-07-09,20:43,33.5,73,27.9,1.39,26.61
2024-07-09,20:44,33.4,73,27.9,1.39,26.54
2024-07-09,20:45,33.4,73,27.9,1.39,26.54
2024-07-09,20:46,33.4,73,27.9,1.39,26.54
2024-07-09,20:47,33.3,73,27.8,1.38,26.47
2024-07-09,20:48,33.3,73,27.8,1.38,26.4
2024-07-09,20:49,33.3,73,27.8,1.38,26.4
2024-07-09,20:50,33.3,73,27.8,1.38,26.4
2024-07-09,20:51,33.3,73,27.8,1.38,26.33
2024-07-09,20:52,33.2,73,27.7,1.37,26.26
2024-07-09,20:53,33.2,73,27.7,1.37,26.19
2024-07-09,20:54,33.1,73,27.6,1.37,26.12
2024-07-09,20:55,33.1,73,27.6,1.37,26.12
2024-07-09,20:56,33.1,74,27.8,1.32,26.48
2024-07-09,20:57,33.0,74,27.8,1.31,26.41
2024-07-09,20:58,33.0,74,27.7,1.31,26.34
2024-07-09,20:59,33.0,75,28.0,1.26,26.7
2024-07-09,21:00,33.0,76,28.2,1.21,27.05
2024-07-09,21:01,33.0,76,28.2,1.2,26.98
2024-07-09,21:02,32.9,76,28.1,1.2,26.91
2024-07-09,21:03,32.9,76,28.1,1.2,26.91
2024-07-09,21:04,32.9,76,28.1,1.2,26.91
2024-07-09,21:05,32.8,76,28.1,1.2,26.84
2024-07-09,21:06,32.8,76,28.0,1.19,26.77
2024-07-09,21:07,32.8,76,28.0,1.19,26.77
2024-07-09,21:08,32.8,76,28.0,1.19,26.77
2024-07-09,21:09,32.8,76,28.0,1.19,26.7
2024-07-09,21:10,32.7,76,27.9,1.19,26.63
2024-07-09,21:11,32.7,75,27.7,1.24,26.28
2024-07-09,21:12,32.7,75,27.7,1.24,26.28
2024-07-09,21:13,32.7,75,27.7,1.24,26.28
2024-07-09,21:14,32.7,75,27.7,1.24,26.28
2024-07-09,21:15,32.7,75,27.6,1.23,26.21
2024-07-09,21:16,32.6,75,27.6,1.23,26.14
2024-07-09,21:17,32.5,75,27.5,1.23,26.07
2024-07-09,21:18,32.5,75,27.5,1.22,26.0
2024-07-09,21:19,32.5,75,27.5,1.22,26.0
2024-07-09,21:20,32.5,75,27.5,1.22,26.0
2024-07-09,21:21,32.5,75,27.4,1.22,25.93
2024-07-09,21:22,32.4,75,27.4,1.22,25.86
2024-07-09,21:23,32.4,75,27.4,1.22,25.86
2024-07-09,21:24,32.4,75,27.4,1.22,25.86
2024-07-09,21:25,32.3,75,27.3,1.21,25.79
2024-07-09,21:26,32.3,75,27.3,1.21,25.73
2024-07-09,21:27,32.3,75,27.3,1.21,25.66
2024-07-09,21:28,32.2,75,27.2,1.2,25.59
2024-07-09,21:29,32.2,75,27.2,1.2,25.59
2024-07-09,21:30,32.2,75,27.2,1.2,25.59
2024-07-09,21:31,32.2,75,27.2,1.2,25.52
2024-07-09,21:32,32.1,75,27.1,1.2,25.45
2024-07-09,21:33,32.1,75,27.1,1.2,25.45
2024-07-09,21:34,32.1,75,27.1,1.2,25.45
2024-07-09,21:35,32.0,75,27.1,1.19,25.39
2024-07-09,21:36,32.0,75,27.0,1.19,25.32
2024-07-09,21:37,32.0,74,26.8,1.24,24.98
2024-07-09,21:38,32.0,74,26.8,1.24,24.98
2024-07-09,21:39,32.0,74,26.7,1.23,24.92
2024-07-09,21:40,31.9,74,26.7,1.23,24.85
2024-07-09,21:41,31.9,74,26.7,1.23,24.85
2024-07-09,21:42,31.9,74,26.7,1.23,24.85
2024-07-09,21:43,31.9,74,26.7,1.23,24.85
2024-07-09,21:44,31.9,74,26.7,1.23,24.85
2024-07-09,21:45,31.8,74,26.6,1.23,24.78
2024-07-09,21:46,31.8,74,26.6,1.22,24.72
2024-07-09,21:47,31.8,74,26.6,1.22,24.72
2024-07-09,21:48,31.8,74,26.6,1.22,24.72
2024-07-09,21:49,31.8,74,26.6,1.22,24.72
2024-07-09,21:50,31.8,74,26.6,1.22,24.72
2024-07-09,21:51,31.8,74,26.5,1.22,24.65
2024-07-09,21:52,31.7,74,26.5,1.22,24.59
2024-07-09,21:53,31.7,74,26.5,1.22,24.59
2024-07-09,21:54,31.7,74,26.5,1.22,24.59
2024-07-09,21:55,31.7,74,26.5,1.22,24.59
2024-07-09,21:56,31.7,74,26.5,1.22,24.59
2024-07-09,21:57,31.7,74,26.5,1.22,24.59
2024-07-09,21:58,31.7,75,26.7,1.17,24.92
2024-07-09,21:59,31.7,75,26.7,1.17,24.85
2024-07-09,22:00,31.6,75,26.6,1.16,24.78
2024-07-09,22:01,31.6,76,26.8,1.12,25.12
2024-07-09,22:02,31.6,78,27.3,1.02,25.78
2024-07-09,22:03,31.6,78,27.3,1.02,25.78
2024-07-09,22:04,31.6,78,27.3,1.02,25.78
2024-07-09,22:05,31.6,77,27.1,1.07,25.45
2024-07-09,22:06,31.6,77,27.1,1.07,25.45
2024-07-09,22:07,31.6,77,27.1,1.07,25.45
2024-07-09,22:08,31.6,77,27.1,1.07,25.45
2024-07-09,22:09,31.6,77,27.1,1.07,25.45
2024-07-09,22:10,31.6,78,27.3,1.02,25.78
2024-07-09,22:11,31.6,78,27.3,1.02,25.78
2024-07-09,22:12,31.6,78,27.3,1.02,25.78
2024-07-09,22:13,31.6,78,27.3,1.02,25.78
2024-07-09,22:14,31.6,78,27.3,1.02,25.78
2024-07-09,22:15,31.6,78,27.3,1.02,25.78
2024-07-09,22:16,31.6,78,27.3,1.02,25.78
2024-07-09,22:17,31.6,78,27.3,1.02,25.78
2024-07-09,22:18,31.6,78,27.3,1.02,25.78
2024-07-09,22:19,31.6,78,27.3,1.02,25.78
2024-07-09,22:20,31.6,79,27.5,0.98,26.11
2024-07-09,22:21,31.6,79,27.5,0.98,26.11
2024-07-09,22:22,31.6,79,27.5,0.98,26.11
2024-07-09,22:23,31.6,79,27.5,0.98,26.11
2024-07-09,22:24,31.6,79,27.5,0.98,26.11
2024-07-09,22:25,31.6,79,27.5,0.98,26.11
2024-07-09,22:26,31.6,79,27.5,0.98,26.11
2024-07-09,22:27,31.5,79,27.5,0.97,26.04
2024-07-09,22:28,31.5,79,27.4,0.97,25.97
2024-07-09,22:29,31.5,79,27.4,0.97,25.97
2024-07-09,22:30,31.5,79,27.4,0.97,25.97
2024-07-09,22:31,31.5,79,27.4,0.97,25.97
2024-07-09,22:32,31.5,79,27.4,0.97,25.97
2024-07-09,22:33,31.5,79,27.4,0.97,25.97
2024-07-09,22:34,31.5,79,27.4,0.97,25.97
2024-07-09,22:35,31.5,79,27.4,0.97,25.97
2024-07-09,22:36,31.5,79,27.4,0.97,25.97
2024-07-09,22:37,31.5,79,27.4,0.97,25.9
2024-07-09,22:38,31.4,79,27.3,0.97,25.83
2024-07-09,22:39,31.4,79,27.3,0.97,25.83
2024-07-09,22:40,31.4,79,27.3,0.97,25.83
2024-07-09,22:41,31.4,79,27.3,0.97,25.83
2024-07-09,22:42,31.4,79,27.3,0.97,25.83
2024-07-09,22:43,31.4,78,27.1,1.01,25.5
2024-07-09,22:44,31.4,78,27.1,1.01,25.5
2024-07-09,22:45,31.4,78,27.1,1.01,25.5
2024-07-09,22:46,31.4,78,27.1,1.01,25.5
2024-07-09,22:47,31.4,78,27.1,1.01,25.5
2024-07-09,22:48,31.4,78,27.1,1.01,25.5
2024-07-09,22:49,31.4,78,27.1,1.01,25.5
2024-07-09,22:50,31.4,78,27.1,1.01,25.5
2024-07-09,22:51,31.4,78,27.1,1.01,25.5
2024-07-09,22:52,31.4,78,27.1,1.01,25.5
2024-07-09,22:53,31.4,78,27.1,1.01,25.5
2024-07-09,22:54,31.4,78,27.1,1.01,25.5
2024-07-09,22:55,31.3,77,26.8,1.05,25.11
2024-07-09,22:56,31.3,77,26.8,1.05,25.04
2024-07-09,22:57,31.3,77,26.8,1.05,25.04
2024-07-09,22:58,31.3,77,26.8,1.05,25.04
2024-07-09,22:59,31.3,77,26.8,1.05,25.04
2024-07-09,23:00,31.3,78,27.0,1.01,25.37
2024-07-09,23:01,31.3,78,27.0,1.01,25.37
2024-07-09,23:02,31.3,78,27.0,1.01,25.37
2024-07-09,23:03,31.3,78,27.0,1.01,25.37
2024-07-09,23:04,31.3,78,27.0,1.01,25.37
2024-07-09,23:05,31.3,78,27.0,1.01,25.37
2024-07-09,23:06,31.3,78,27.0,1.01,25.37
2024-07-09,23:07,31.3,78,27.0,1.01,25.37
2024-07-09,23:08,31.3,78,27.0,1.01,25.37
2024-07-09,23:09,31.3,78,27.0,1.01,25.37
2024-07-09,23:10,31.3,78,27.0,1.01,25.37
2024-07-09,23:11,31.3,78,27.0,1.01,25.37
2024-07-09,23:12,31.3,78,27.0,1.01,25.37
2024-07-09,23:13,31.3,78,27.0,1.01,25.37
2024-07-09,23:14,31.3,78,27.0,1.01,25.37
2024-07-09,23:15,31.3,78,27.0,1.01,25.37
2024-07-09,23:16,31.3,78,27.0,1.01,25.37
2024-07-09,23:17,31.3,78,27.0,1.01,25.37
2024-07-09,23:18,31.3,78,27.0,1.01,25.37
2024-07-09,23:19,31.3,78,27.0,1.01,25.37
2024-07-09,23:20,31.3,79,27.2,0.96,25.69
2024-07-09,23:21,31.3,79,27.2,0.96,25.69
2024-07-09,23:22,31.3,79,27.2,0.96,25.69
2024-07-09,23:23,31.3,79,27.2,0.96,25.69
2024-07-09,23:24,31.3,79,27.2,0.96,25.69
2024-07-09,23:25,31.3,79,27.2,0.96,25.62
2024-07-09,23:26,31.2,79,27.1,0.95,25.55
2024-07-09,23:27,31.2,79,27.1,0.95,25.55
2024-07-09,23:28,31.2,79,27.1,0.95,25.55
2024-07-09,23:29,31.2,79,27.1,0.95,25.55
2024-07-09,23:30,31.2,79,27.1,0.95,25.55
2024-07-09,23:31,31.2,79,27.1,0.95,25.55
2024-07-09,23:32,31.2,80,27.3,0.91,25.88
2024-07-09,23:33,31.2,80,27.3,0.91,25.88
2024-07-09,23:34,31.2,80,27.3,0.91,25.88
2024-07-09,23:35,31.2,80,27.3,0.91,25.88
2024-07-09,23:36,31.2,80,27.3,0.91,25.88
2024-07-09,23:37,31.2,80,27.3,0.91,25.81
2024-07-09,23:38,31.1,80,27.2,0.9,25.74
2024-07-09,23:39,31.1,80,27.2,0.9,25.74
2024-07-09,23:40,31.1,80,27.2,0.9,25.74
2024-07-09,23:41,31.1,80,27.2,0.9,25.74
2024-07-09,23:42,31.1,80,27.2,0.9,25.74
2024-07-09,23:43,31.1,80,27.2,0.9,25.74
2024-07-09,23:44,31.1,80,27.2,0.9,25.74
2024-07-09,23:45,31.1,80,27.2,0.9,25.74
2024-07-09,23:46,31.1,80,27.2,0.9,25.74
2024-07-09,23:47,31.1,80,27.2,0.9,25.74
2024-07-09,23:48,31.1,80,27.2,0.9,25.74
2024-07-09,23:49,31.1,80,27.2,0.9,25.74
2024-07-09,23:50,31.1,80,27.2,0.9,25.74
2024-07-09,23:51,31.1,80,27.2,0.9,25.74
2024-07-09,23:52,31.1,80,27.2,0.9,25.74
2024-07-09,23:53,31.0,80,27.2,0.9,25.67
2024-07-09,23:54,31.0,80,27.1,0.9,25.6
2024-07-09,23:55,31.0,80,27.1,0.9,25.6
2024-07-09,23:56,31.0,80,27.1,0.9,25.6
2024-07-09,23:57,31.0,80,27.1,0.9,25.6
2024-07-09,23:58,31.0,80,27.1,0.9,25.6
2024-07-09,23:59,31.0,80,27.1,0.9,25.6
2024-07-10,00:00,31.0,80,27.1,0.9,25.6
2024-07-10,00:01,31.0,80,27.1,0.9,25.6
2024-07-10,00:02,31.0,80,27.1,0.9,25.6
2024-07-10,00:03,31.0,80,27.1,0.9,25.6
2024-07-10,00:04,31.0,80,27.1,0.9,25.6
2024-07-10,00:05,31.0,80,27.1,0.9,25.6
2024-07-10,00:06,31.0,80,27.1,0.9,25.6
2024-07-10,00:07,31.0,80,27.1,0.9,25.6
2024-07-10,00:08,31.0,81,27.4,0.85,25.92
2024-07-10,00:09,31.0,81,27.4,0.85,25.92
2024-07-10,00:10,31.0,81,27.4,0.85,25.92
2024-07-10,00:11,31.0,81,27.4,0.85,25.92
2024-07-10,00:12,31.0,81,27.4,0.85,25.92
2024-07-10,00:13,31.0,81,27.4,0.85,25.92
2024-07-10,00:14,31.0,81,27.4,0.85,25.92
2024-07-10,00:15,31.0,81,27.4,0.85,25.92
2024-07-10,00:16,31.0,81,27.4,0.85,25.92
2024-07-10,00:17,31.0,81,27.4,0.85,25.92
2024-07-10,00:18,31.0,81,27.4,0.85,25.92
2024-07-10,00:19,31.0,81,27.4,0.85,25.92
2024-07-10,00:20,31.0,81,27.4,0.85,25.92
2024-07-10,00:21,31.0,81,27.4,0.85,25.92
2024-07-10,00:22,31.0,81,27.4,0.85,25.92
2024-07-10,00:23,31.0,81,27.4,0.85,25.92
2024-07-10,00:24,31.0,81,27.4,0.85,25.92
2024-07-10,00:25,31.0,81,27.4,0.85,25.92
2024-07-10,00:26,31.0,81,27.4,0.85,25.92
2024-07-10,00:27,31.0,81,27.4,0.85,25.92
2024-07-10,00:28,31.0,81,27.4,0.85,25.92
2024-07-10,00:29,31.0,81,27.4,0.85,25.92
2024-07-10,00:30,31.0,81,27.4,0.85,25.92
2024-07-10,00:31,31.0,81,27.4,0.85,25.92
2024-07-10,00:32,31.0,81,27.4,0.85,25.92
2024-07-10,00:33,31.0,81,27.4,0.85,25.92
2024-07-10,00:34,31.0,81,27.4,0.85,25.92
2024-07-10,00:35,31.0,81,27.4,0.85,25.92
2024-07-10,00:36,31.0,81,27.4,0.85,25.92
2024-07-10,00:37,31.0,81,27.4,0.85,25.92
2024-07-10,00:38,31.0,81,27.4,0.85,25.92
2024-07-10,00:39,31.0,81,27.4,0.85,25.92
2024-07-10,00:40,31.0,81,27.4,0.85,25.92
2024-07-10,00:41,31.0,81,27.4,0.85,25.92
2024-07-10,00:42,31.0,81,27.4,0.85,25.92
2024-07-10,00:43,31.0,81,27.4,0.85,25.92
2024-07-10,00:44,31.0,81,27.4,0.85,25.92
2024-07-10,00:45,31.0,81,27.4,0.85,25.92
2024-07-10,00:46,31.0,81,27.4,0.85,25.92
2024-07-10,00:47,31.0,81,27.4,0.85,25.92
2024-07-10,00:48,31.0,81,27.4,0.85,25.92
2024-07-10,00:49,31.0,81,27.4,0.85,25.92
2024-07-10,00:50,31.0,81,27.4,0.85,25.92
2024-07-10,00:51,31.0,81,27.4,0.85,25.92
2024-07-10,00:52,31.0,81,27.4,0.85,25.92
2024-07-10,00:53,31.0,81,27.4,0.85,25.92
2024-07-10,00:54,31.0,81,27.4,0.85,25.92
2024-07-10,00:55,31.0,81,27.3,0.85,25.85
2024-07-10,00:56,30.9,81,27.3,0.85,25.78
2024-07-10,00:57,30.9,81,27.3,0.85,25.78
2024-07-10,00:58,30.9,81,27.3,0.85,25.78
2024-07-10,00:59,30.9,81,27.3,0.85,25.78
2024-07-10,01:00,30.9,81,27.3,0.85,25.78
2024-07-10,01:01,30.9,81,27.3,0.85,25.78
2024-07-10,01:02,30.9,81,27.3,0.85,25.78
2024-07-10,01:03,30.9,81,27.3,0.85,25.78
2024-07-10,01:04,30.9,82,27.5,0.8,26.1
2024-07-10,01:05,30.9,82,27.5,0.8,26.1
2024-07-10,01:06,30.9,82,27.5,0.8,26.1
2024-07-10,01:07,30.9,82,27.5,0.8,26.1
2024-07-10,01:08,30.9,82,27.5,0.8,26.1
2024-07-10,01:09,30.9,82,27.5,0.8,26.1
2024-07-10,01:10,30.9,82,27.5,0.8,26.1
2024-07-10,01:11,30.9,82,27.5,0.8,26.1
2024-07-10,01:12,30.9,82,27.5,0.8,26.1
2024-07-10,01:13,30.9,82,27.5,0.8,26.1
2024-07-10,01:14,30.9,82,27.5,0.8,26.1
2024-07-10,01:15,30.9,82,27.5,0.8,26.1
2024-07-10,01:16,30.9,82,27.5,0.8,26.1
2024-07-10,01:17,30.8,82,27.4,0.8,26.03
2024-07-10,01:18,30.8,82,27.4,0.8,25.96
2024-07-10,01:19,30.8,82,27.4,0.8,25.96
2024-07-10,01:20,30.8,82,27.4,0.8,25.96
2024-07-10,01:21,30.8,82,27.4,0.8,25.96
2024-07-10,01:22,30.8,82,27.4,0.8,25.96
2024-07-10,01:23,30.8,82,27.4,0.8,25.96
2024-07-10,01:24,30.8,82,27.4,0.8,25.96
2024-07-10,01:25,30.8,82,27.4,0.8,25.96
2024-07-10,01:26,30.8,82,27.4,0.8,25.96
2024-07-10,01:27,30.8,82,27.4,0.8,25.96
2024-07-10,01:28,30.8,82,27.4,0.8,25.96
2024-07-10,01:29,30.8,82,27.4,0.8,25.96
2024-07-10,01:30,30.8,82,27.4,0.8,25.96
2024-07-10,01:31,30.8,82,27.4,0.8,25.96
2024-07-10,01:32,30.8,82,27.4,0.8,25.96
2024-07-10,01:33,30.8,82,27.4,0.8,25.96
2024-07-10,01:34,30.8,83,27.6,0.76,26.28
2024-07-10,01:35,30.8,83,27.6,0.76,26.28
2024-07-10,01:36,30.8,83,27.6,0.76,26.28
2024-07-10,01:37,30.8,83,27.6,0.76,26.28
2024-07-10,01:38,30.8,83,27.6,0.76,26.28
2024-07-10,01:39,30.8,83,27.6,0.76,26.28
2024-07-10,01:40,30.8,83,27.6,0.76,26.28
2024-07-10,01:41,30.8,83,27.6,0.76,26.28
2024-07-10,01:42,30.8,83,27.6,0.76,26.28
2024-07-10,01:43,30.8,83,27.5,0.75,26.21
2024-07-10,01:44,30.7,83,27.5,0.75,26.14
2024-07-10,01:45,30.7,83,27.5,0.75,26.14
2024-07-10,01:46,30.7,83,27.5,0.75,26.14
2024-07-10,01:47,30.7,83,27.5,0.75,26.14
2024-07-10,01:48,30.7,83,27.5,0.75,26.14
2024-07-10,01:49,30.7,83,27.5,0.75,26.14
2024-07-10,01:50,30.7,83,27.5,0.75,26.14
2024-07-10,01:51,30.7,83,27.5,0.75,26.14
2024-07-10,01:52,30.7,83,27.5,0.75,26.14
2024-07-10,01:53,30.7,83,27.5,0.75,26.14
2024-07-10,01:54,30.7,83,27.5,0.75,26.14
2024-07-10,01:55,30.7,83,27.5,0.75,26.14
2024-07-10,01:56,30.7,83,27.5,0.75,26.14
2024-07-10,01:57,30.7,83,27.5,0.75,26.14
2024-07-10,01:58,30.7,83,27.5,0.75,26.14
2024-07-10,01:59,30.7,83,27.5,0.75,26.14
2024-07-10,02:00,30.7,83,27.5,0.75,26.14
2024-07-10,02:01,30.7,83,27.5,0.75,26.14
2024-07-10,02:02,30.7,83,27.5,0.75,26.14
2024-07-10,02:03,30.7,83,27.4,0.75,26.07
2024-07-10,02:04,30.6,83,27.4,0.75,26.0
2024-07-10,02:05,30.6,83,27.4,0.75,26.0
2024-07-10,02:06,30.6,83,27.4,0.75,26.0
2024-07-10,02:07,30.6,83,27.4,0.75,26.0
2024-07-10,02:08,30.6,83,27.4,0.75,26.0
2024-07-10,02:09,30.6,83,27.4,0.75,26.0
2024-07-10,02:10,30.6,83,27.4,0.75,26.0
2024-07-10,02:11,30.6,83,27.4,0.75,26.0
2024-07-10,02:12,30.6,83,27.4,0.75,26.0
2024-07-10,02:13,30.6,83,27.4,0.75,26.0
2024-07-10,02:14,30.6,83,27.4,0.75,26.0
2024-07-10,02:15,30.6,83,27.4,0.75,26.0
2024-07-10,02:16,30.6,83,27.4,0.75,26.0
2024-07-10,02:17,30.6,83,27.4,0.75,26.0
2024-07-10,02:18,30.6,83,27.4,0.75,26.0
2024-07-10,02:19,30.6,83,27.4,0.75,26.0
2024-07-10,02:20,30.6,83,27.4,0.75,26.0
2024-07-10,02:21,30.5,83,27.3,0.74,25.93
2024-07-10,02:22,30.5,83,27.3,0.74,25.86
2024-07-10,02:23,30.5,83,27.3,0.74,25.86
2024-07-10,02:24,30.5,83,27.3,0.74,25.86
2024-07-10,02:25,30.5,83,27.3,0.74,25.86
2024-07-10,02:26,30.5,83,27.3,0.74,25.86
2024-07-10,02:27,30.5,83,27.3,0.74,25.86
2024-07-10,02:28,30.5,83,27.3,0.74,25.86
2024-07-10,02:29,30.5,83,27.3,0.74,25.86
2024-07-10,02:30,30.5,84,27.5,0.7,26.17
2024-07-10,02:31,30.5,84,27.5,0.7,26.17
2024-07-10,02:32,30.5,84,27.5,0.7,26.17
2024-07-10,02:33,30.5,84,27.5,0.7,26.17
2024-07-10,02:34,30.5,84,27.5,0.7,26.17
2024-07-10,02:35,30.5,84,27.5,0.7,26.17
2024-07-10,02:36,30.5,84,27.5,0.7,26.17
2024-07-10,02:37,30.5,84,27.4,0.7,26.1
2024-07-10,02:38,30.4,84,27.4,0.69,26.03
2024-07-10,02:39,30.4,84,27.4,0.69,26.03
2024-07-10,02:40,30.4,84,27.4,0.69,26.03
2024-07-10,02:41,30.4,84,27.4,0.69,26.03
2024-07-10,02:42,30.4,84,27.4,0.69,26.03
2024-07-10,02:43,30.4,84,27.4,0.69,26.03
2024-07-10,02:44,30.4,84,27.4,0.69,26.03
2024-07-10,02:45,30.4,84,27.4,0.69,26.03
2024-07-10,02:46,30.4,84,27.4,0.69,26.03
2024-07-10,02:47,30.4,84,27.4,0.69,26.03
2024-07-10,02:48,30.4,84,27.4,0.69,26.03
2024-07-10,02:49,30.4,84,27.4,0.69,26.03
2024-07-10,02:50,30.4,84,27.4,0.69,26.03
2024-07-10,02:51,30.4,84,27.4,0.69,26.03
2024-07-10,02:52,30.4,84,27.4,0.69,26.03
2024-07-10,02:53,30.4,84,27.4,0.69,26.03
2024-07-10,02:54,30.4,84,27.4,0.69,26.03
2024-07-10,02:55,30.3,84,27.3,0.69,25.96
2024-07-10,02:56,30.3,84,27.3,0.69,25.89
2024-07-10,02:57,30.3,84,27.3,0.69,25.89
2024-07-10,02:58,30.3,84,27.3,0.69,25.89
2024-07-10,02:59,30.3,84,27.3,0.69,25.89
2024-07-10,03:00,30.3,84,27.3,0.69,25.89
2024-07-10,03:01,30.3,84,27.3,0.69,25.89
2024-07-10,03:02,30.3,84,27.3,0.69,25.89
2024-07-10,03:03,30.3,84,27.3,0.69,25.89
2024-07-10,03:04,30.3,84,27.3,0.69,25.89
2024-07-10,03:05,30.3,84,27.3,0.69,25.89
2024-07-10,03:06,30.3,84,27.3,0.69,25.89
2024-07-10,03:07,30.3,84,27.3,0.69,25.89
2024-07-10,03:08,30.3,84,27.3,0.69,25.89
2024-07-10,03:09,30.3,84,27.3,0.69,25.89
2024-07-10,03:10,30.3,85,27.5,0.65,26.2
2024-07-10,03:11,30.3,85,27.4,0.65,26.13
2024-07-10,03:12,30.2,85,27.4,0.64,26.06
2024-07-10,03:13,30.2,85,27.4,0.64,26.06
2024-07-10,03:14,30.2,85,27.4,0.64,26.06
2024-07-10,03:15,30.2,85,27.4,0.64,26.06
2024-07-10,03:16,30.2,85,27.4,0.64,26.06
2024-07-10,03:17,30.2,85,27.4,0.64,26.06
