Date,Time,Temperature(C),Humidity(%RH)
2024-07-20,06:33,32.81,80.13
2024-07-20,06:34,32.83,80.16
2024-07-20,06:35,32.86,80.19
2024-07-20,06:36,32.89,80.22
2024-07-20,06:37,32.65,80.21
2024-07-20,06:38,32.67,80.25
2024-07-20,06:39,32.7,80.3
2024-07-20,06:40,32.73,80.34
2024-07-20,06:41,32.76,80.39
2024-07-20,06:42,32.79,80.43
2024-07-20,06:43,32.82,80.48
2024-07-20,06:44,32.85,80.52
2024-07-20,06:45,32.88,80.57
2024-07-20,06:46,32.91,80.62
2024-07-20,06:47,32.65,80.38
2024-07-20,06:48,32.66,80.4
2024-07-20,06:49,32.67,80.42
2024-07-20,06:50,32.69,80.45
2024-07-20,06:51,32.7,80.47
2024-07-20,06:52,32.71,80.5
2024-07-20,06:53,32.73,80.52
2024-07-20,06:54,32.74,80.55
2024-07-20,06:55,32.75,80.57
2024-07-20,06:56,32.77,80.6
2024-07-20,06:57,32.65,80.58
2024-07-20,06:58,32.66,80.61
2024-07-20,06:59,32.67,80.64
2024-07-20,07:00,32.69,80.67
2024-07-20,07:01,32.7,80.7
2024-07-20,07:02,32.71,80.73
2024-07-20,07:03,32.73,80.76
2024-07-20,07:04,32.74,80.79
2024-07-20,07:05,32.75,80.82
2024-07-20,07:06,32.77,80.85
2024-07-20,07:07,32.43,80.97
2024-07-20,07:08,32.46,81.0
2024-07-20,07:09,32.5,81.04
2024-07-20,07:10,32.54,81.08
2024-07-20,07:11,32.57,81.12
2024-07-20,07:12,32.61,81.16
2024-07-20,07:13,32.65,81.2
2024-07-20,07:14,32.68,81.24
2024-07-20,07:15,32.72,81.28
2024-07-20,07:16,32.76,81.32
2024-07-20,07:17,32.53,81.19
2024-07-20,07:18,32.55,81.22
2024-07-20,07:19,32.57,81.25
2024-07-20,07:20,32.6,81.28
2024-07-20,07:21,32.62,81.31
2024-07-20,07:22,32.64,81.34
2024-07-20,07:23,32.67,81.37
2024-07-20,07:24,32.69,81.4
2024-07-20,07:25,32.71,81.43
2024-07-20,07:26,32.74,81.46
2024-07-20,07:27,32.68,81.26
2024-07-20,07:28,32.64,81.28
2024-07-20,07:29,32.59,81.31
2024-07-20,07:30,32.55,81.34
2024-07-20,07:31,32.5,81.37
2024-07-20,07:32,32.46,81.39
2024-07-20,07:33,32.41,81.42
2024-07-20,07:34,32.37,81.45
2024-07-20,07:35,32.32,81.48
2024-07-20,07:36,32.27,81.51
2024-07-20,07:37,32.65,81.4
2024-07-20,07:38,32.63,81.37
2024-07-20,07:39,32.6,81.33
2024-07-20,07:40,32.57,81.3
2024-07-20,07:41,32.55,81.26
2024-07-20,07:42,32.52,81.23
2024-07-20,07:43,32.49,81.19
2024-07-20,07:44,32.47,81.16
2024-07-20,07:45,32.44,81.12
2024-07-20,07:46,32.41,81.08
2024-07-20,07:47,32.27,81.19
2024-07-20,07:48,32.31,81.21
2024-07-20,07:49,32.35,81.24
2024-07-20,07:50,32.39,81.26
2024-07-20,07:51,32.43,81.29
2024-07-20,07:52,32.48,81.31
2024-07-20,07:53,32.52,81.34
2024-07-20,07:54,32.56,81.36
2024-07-20,07:55,32.6,81.39
2024-07-20,07:56,32.65,81.42
2024-07-20,07:57,32.65,81.42
2024-07-20,07:58,32.63,81.45
2024-07-20,07:59,32.6,81.48
2024-07-20,08:00,32.57,81.51
2024-07-20,08:01,32.55,81.54
2024-07-20,08:02,32.52,81.58
2024-07-20,08:03,32.49,81.61
2024-07-20,08:04,32.47,81.64
2024-07-20,08:05,32.44,81.67
2024-07-20,08:06,32.41,81.71
2024-07-20,08:07,32.41,81.61
2024-07-20,08:08,32.43,81.64
2024-07-20,08:09,32.45,81.67
2024-07-20,08:10,32.47,81.71
2024-07-20,08:11,32.49,81.74
2024-07-20,08:12,32.51,81.77
2024-07-20,08:13,32.53,81.81
2024-07-20,08:14,32.55,81.84
2024-07-20,08:15,32.57,81.87
2024-07-20,08:16,32.59,81.91
2024-07-20,08:17,32.65,81.78
2024-07-20,08:18,32.61,81.79
2024-07-20,08:19,32.57,81.8
2024-07-20,08:20,32.53,81.82
2024-07-20,08:21,32.49,81.83
2024-07-20,08:22,32.44,81.85
2024-07-20,08:23,32.4,81.86
2024-07-20,08:24,32.36,81.88
2024-07-20,08:25,32.32,81.89
2024-07-20,08:26,32.27,81.91
2024-07-20,08:27,32.41,81.82
2024-07-20,08:28,32.42,81.85
2024-07-20,08:29,32.43,81.88
2024-07-20,08:30,32.45,81.92
2024-07-20,08:31,32.46,81.95
2024-07-20,08:32,32.47,81.98
2024-07-20,08:33,32.49,82.02
2024-07-20,08:34,32.5,82.05
2024-07-20,08:35,32.51,82.08
2024-07-20,08:36,32.53,82.12
2024-07-20,08:37,32.34,81.97
2024-07-20,08:38,32.37,81.99
2024-07-20,08:39,32.4,82.02
2024-07-20,08:40,32.44,82.04
2024-07-20,08:41,32.47,82.07
2024-07-20,08:42,32.51,82.09
2024-07-20,08:43,32.54,82.12
2024-07-20,08:44,32.58,82.14
2024-07-20,08:45,32.61,82.17
2024-07-20,08:46,32.65,82.2
2024-07-20,08:47,32.42,82.21
2024-07-20,08:48,32.44,82.24
2024-07-20,08:49,32.47,82.27
2024-07-20,08:50,32.5,82.3
2024-07-20,08:51,32.53,82.33
2024-07-20,08:52,32.56,82.36
2024-07-20,08:53,32.59,82.39
2024-07-20,08:54,32.62,82.42
2024-07-20,08:55,32.65,82.45
2024-07-20,08:56,32.68,82.49
2024-07-20,08:57,32.44,82.17
2024-07-20,08:58,32.47,82.2
2024-07-20,08:59,32.5,82.24
2024-07-20,09:00,32.53,82.28
2024-07-20,09:01,32.56,82.32
2024-07-20,09:02,32.59,82.36
2024-07-20,09:03,32.62,82.4
2024-07-20,09:04,32.65,82.44
2024-07-20,09:05,32.68,82.48
2024-07-20,09:06,32.71,82.52
2024-07-20,09:07,32.65,82.4
2024-07-20,09:08,32.65,82.37
2024-07-20,09:09,32.66,82.34
2024-07-20,09:10,32.67,82.31
2024-07-20,09:11,32.67,82.28
2024-07-20,09:12,32.68,82.24
2024-07-20,09:13,32.69,82.21
2024-07-20,09:14,32.69,82.18
2024-07-20,09:15,32.7,82.15
2024-07-20,09:16,32.71,82.11
2024-07-20,09:17,32.71,82.22
2024-07-20,09:18,32.73,82.19
2024-07-20,09:19,32.75,82.16
2024-07-20,09:20,32.77,82.12
2024-07-20,09:21,32.79,82.09
2024-07-20,09:22,32.81,82.05
2024-07-20,09:23,32.83,82.02
2024-07-20,09:24,32.85,81.98
2024-07-20,09:25,32.87,81.95
2024-07-20,09:26,32.89,81.91
2024-07-20,09:27,33.09,81.84
2024-07-20,09:28,33.06,81.81
2024-07-20,09:29,33.02,81.77
2024-07-20,09:30,32.99,81.74
2024-07-20,09:31,32.95,81.7
2024-07-20,09:32,32.92,81.67
2024-07-20,09:33,32.88,81.63
2024-07-20,09:34,32.85,81.6
2024-07-20,09:35,32.81,81.56
2024-07-20,09:36,32.77,81.52
2024-07-20,09:37,32.78,81.51
2024-07-20,09:38,32.81,81.47
2024-07-20,09:39,32.84,81.42
2024-07-20,09:40,32.88,81.37
2024-07-20,09:41,32.91,81.32
2024-07-20,09:42,32.95,81.28
2024-07-20,09:43,32.98,81.23
2024-07-20,09:44,33.02,81.18
2024-07-20,09:45,33.05,81.13
2024-07-20,09:46,33.09,81.08
2024-07-20,09:47,32.9,81.05
2024-07-20,09:48,32.92,81.01
2024-07-20,09:49,32.94,80.97
2024-07-20,09:50,32.97,80.93
2024-07-20,09:51,32.99,80.89
2024-07-20,09:52,33.01,80.85
2024-07-20,09:53,33.04,80.81
2024-07-20,09:54,33.06,80.77
2024-07-20,09:55,33.08,80.73
2024-07-20,09:56,33.11,80.68
2024-07-20,09:57,33.12,80.75
2024-07-20,09:58,33.1,80.74
2024-07-20,09:59,33.07,80.72
2024-07-20,10:00,33.05,80.7
2024-07-20,10:01,33.02,80.68
2024-07-20,10:02,33.0,80.66
2024-07-20,10:03,32.97,80.64
2024-07-20,10:04,32.95,80.62
2024-07-20,10:05,32.92,80.6
2024-07-20,10:06,32.89,80.58
2024-07-20,10:07,32.87,80.61
2024-07-20,10:08,32.9,80.5
2024-07-20,10:09,32.93,80.38
2024-07-20,10:10,32.96,80.26
2024-07-20,10:11,32.99,80.14
2024-07-20,10:12,33.02,80.02
2024-07-20,10:13,33.05,79.9
2024-07-20,10:14,33.08,79.78
2024-07-20,10:15,33.11,79.66
2024-07-20,10:16,33.14,79.54
2024-07-20,10:17,33.22,79.54
2024-07-20,10:18,33.21,79.45
2024-07-20,10:19,33.2,79.35
2024-07-20,10:20,33.18,79.25
2024-07-20,10:21,33.17,79.15
2024-07-20,10:22,33.15,79.06
2024-07-20,10:23,33.14,78.96
2024-07-20,10:24,33.12,78.86
2024-07-20,10:25,33.11,78.76
2024-07-20,10:26,33.09,78.66
2024-07-20,10:27,33.09,78.64
2024-07-20,10:28,33.11,78.65
2024-07-20,10:29,33.13,78.67
2024-07-20,10:30,33.15,78.69
2024-07-20,10:31,33.17,78.71
2024-07-20,10:32,33.19,78.72
2024-07-20,10:33,33.21,78.74
2024-07-20,10:34,33.23,78.76
2024-07-20,10:35,33.25,78.78
2024-07-20,10:36,33.27,78.8
2024-07-20,10:37,33.15,79.14
2024-07-20,10:38,33.17,79.07
2024-07-20,10:39,33.2,79.0
2024-07-20,10:40,33.23,78.93
2024-07-20,10:41,33.26,78.86
2024-07-20,10:42,33.28,78.79
2024-07-20,10:43,33.31,78.72
2024-07-20,10:44,33.34,78.65
2024-07-20,10:45,33.37,78.58
2024-07-20,10:46,33.4,78.5
2024-07-20,10:47,33.27,78.46
2024-07-20,10:48,33.29,78.4
2024-07-20,10:49,33.32,78.33
2024-07-20,10:50,33.35,78.26
2024-07-20,10:51,33.38,78.2
2024-07-20,10:52,33.41,78.13
2024-07-20,10:53,33.44,78.06
2024-07-20,10:54,33.47,78.0
2024-07-20,10:55,33.5,77.93
2024-07-20,10:56,33.53,77.86
2024-07-20,10:57,33.52,77.94
2024-07-20,10:58,33.5,77.88
2024-07-20,10:59,33.47,77.81
2024-07-20,11:00,33.44,77.74
2024-07-20,11:01,33.41,77.67
2024-07-20,11:02,33.39,77.6
2024-07-20,11:03,33.36,77.53
2024-07-20,11:04,33.33,77.46
2024-07-20,11:05,33.3,77.39
2024-07-20,11:06,33.27,77.32
2024-07-20,11:07,33.27,77.43
2024-07-20,11:08,33.29,77.46
2024-07-20,11:09,33.32,77.5
2024-07-20,11:10,33.35,77.54
2024-07-20,11:11,33.38,77.58
2024-07-20,11:12,33.4,77.61
2024-07-20,11:13,33.43,77.65
2024-07-20,11:14,33.46,77.69
2024-07-20,11:15,33.49,77.73
2024-07-20,11:16,33.52,77.77
2024-07-20,11:17,33.63,77.59
2024-07-20,11:18,33.61,77.62
2024-07-20,11:19,33.58,77.65
2024-07-20,11:20,33.56,77.68
2024-07-20,11:21,33.53,77.71
2024-07-20,11:22,33.51,77.74
2024-07-20,11:23,33.48,77.77
2024-07-20,11:24,33.46,77.8
2024-07-20,11:25,33.43,77.83
2024-07-20,11:26,33.4,77.86
2024-07-20,11:27,33.45,77.57
2024-07-20,11:28,33.47,77.45
2024-07-20,11:29,33.49,77.33
2024-07-20,11:30,33.51,77.21
2024-07-20,11:31,33.53,77.09
2024-07-20,11:32,33.55,76.97
2024-07-20,11:33,33.57,76.85
2024-07-20,11:34,33.59,76.73
2024-07-20,11:35,33.61,76.61
2024-07-20,11:36,33.64,76.49
2024-07-20,11:37,33.55,76.33
2024-07-20,11:38,33.58,76.37
2024-07-20,11:39,33.61,76.42
2024-07-20,11:40,33.64,76.47
2024-07-20,11:41,33.67,76.52
2024-07-20,11:42,33.7,76.57
2024-07-20,11:43,33.73,76.62
2024-07-20,11:44,33.76,76.67
2024-07-20,11:45,33.79,76.72
2024-07-20,11:46,33.82,76.77
2024-07-20,11:47,33.67,76.5
2024-07-20,11:48,33.7,76.52
2024-07-20,11:49,33.73,76.54
2024-07-20,11:50,33.76,76.56
2024-07-20,11:51,33.79,76.58
2024-07-20,11:52,33.82,76.6
2024-07-20,11:53,33.85,76.62
2024-07-20,11:54,33.88,76.64
2024-07-20,11:55,33.91,76.66
2024-07-20,11:56,33.94,76.69
2024-07-20,11:57,33.78,76.59
2024-07-20,11:58,33.81,76.55
2024-07-20,11:59,33.84,76.51
2024-07-20,12:00,33.88,76.46
2024-07-20,12:01,33.91,76.42
2024-07-20,12:02,33.94,76.37
2024-07-20,12:03,33.98,76.33
2024-07-20,12:04,34.01,76.28
2024-07-20,12:05,34.04,76.24
2024-07-20,12:06,34.08,76.19
2024-07-20,12:07,33.89,76.11
2024-07-20,12:08,33.91,76.03
2024-07-20,12:09,33.94,75.95
2024-07-20,12:10,33.97,75.86
2024-07-20,12:11,34.0,75.78
2024-07-20,12:12,34.02,75.7
2024-07-20,12:13,34.05,75.61
2024-07-20,12:14,34.08,75.53
2024-07-20,12:15,34.11,75.45
2024-07-20,12:16,34.14,75.36
2024-07-20,12:17,34.01,75.3
2024-07-20,12:18,34.02,75.22
2024-07-20,12:19,34.04,75.13
2024-07-20,12:20,34.06,75.04
2024-07-20,12:21,34.07,74.95
2024-07-20,12:22,34.09,74.86
2024-07-20,12:23,34.11,74.77
2024-07-20,12:24,34.12,74.68
2024-07-20,12:25,34.14,74.59
2024-07-20,12:26,34.16,74.5
2024-07-20,12:27,34.02,74.33
2024-07-20,12:28,34.04,74.22
2024-07-20,12:29,34.06,74.11
2024-07-20,12:30,34.08,74.0
2024-07-20,12:31,34.1,73.89
2024-07-20,12:32,34.12,73.77
2024-07-20,12:33,34.14,73.66
2024-07-20,12:34,34.16,73.55
2024-07-20,12:35,34.18,73.44
2024-07-20,12:36,34.2,73.32
2024-07-20,12:37,34.08,73.27
2024-07-20,12:38,34.09,73.22
2024-07-20,12:39,34.1,73.17
2024-07-20,12:40,34.12,73.12
2024-07-20,12:41,34.13,73.07
2024-07-20,12:42,34.14,73.02
2024-07-20,12:43,34.16,72.97
2024-07-20,12:44,34.17,72.92
2024-07-20,12:45,34.18,72.87
2024-07-20,12:46,34.2,72.81
2024-07-20,12:47,34.07,72.77
2024-07-20,12:48,34.09,72.76
2024-07-20,12:49,34.11,72.75
2024-07-20,12:50,34.14,72.73
2024-07-20,12:51,34.16,72.72
2024-07-20,12:52,34.19,72.7
2024-07-20,12:53,34.21,72.69
2024-07-20,12:54,34.24,72.67
2024-07-20,12:55,34.26,72.66
2024-07-20,12:56,34.29,72.64
2024-07-20,12:57,34.26,72.94
2024-07-20,12:58,34.27,72.91
2024-07-20,12:59,34.29,72.88
2024-07-20,13:00,34.31,72.84
2024-07-20,13:01,34.33,72.81
2024-07-20,13:02,34.34,72.77
2024-07-20,13:03,34.36,72.74
2024-07-20,13:04,34.38,72.7
2024-07-20,13:05,34.4,72.67
2024-07-20,13:06,34.42,72.63
2024-07-20,13:07,34.4,72.5
2024-07-20,13:08,34.42,72.4
2024-07-20,13:09,34.44,72.3
2024-07-20,13:10,34.46,72.2
2024-07-20,13:11,34.48,72.1
2024-07-20,13:12,34.5,71.99
2024-07-20,13:13,34.52,71.89
2024-07-20,13:14,34.54,71.79
2024-07-20,13:15,34.56,71.69
2024-07-20,13:16,34.58,71.58
2024-07-20,13:17,34.45,71.54
2024-07-20,13:18,34.47,71.51
2024-07-20,13:19,34.5,71.47
2024-07-20,13:20,34.53,71.43
2024-07-20,13:21,34.56,71.39
2024-07-20,13:22,34.58,71.35
2024-07-20,13:23,34.61,71.31
2024-07-20,13:24,34.64,71.27
2024-07-20,13:25,34.67,71.23
2024-07-20,13:26,34.7,71.19
2024-07-20,13:27,34.64,71.08
2024-07-20,13:28,34.66,71.02
2024-07-20,13:29,34.68,70.95
2024-07-20,13:30,34.7,70.88
2024-07-20,13:31,34.72,70.81
2024-07-20,13:32,34.74,70.75
2024-07-20,13:33,34.76,70.68
2024-07-20,13:34,34.78,70.61
2024-07-20,13:35,34.8,70.54
2024-07-20,13:36,34.82,70.47
2024-07-20,13:37,34.7,70.37
2024-07-20,13:38,34.73,70.31
2024-07-20,13:39,34.77,70.25
2024-07-20,13:40,34.8,70.19
2024-07-20,13:41,34.84,70.13
2024-07-20,13:42,34.87,70.07
2024-07-20,13:43,34.91,70.01
2024-07-20,13:44,34.94,69.95
2024-07-20,13:45,34.98,69.89
2024-07-20,13:46,35.02,69.82
2024-07-20,13:47,34.77,69.91
2024-07-20,13:48,34.8,69.88
2024-07-20,13:49,34.83,69.85
2024-07-20,13:50,34.87,69.82
2024-07-20,13:51,34.9,69.79
2024-07-20,13:52,34.94,69.76
2024-07-20,13:53,34.97,69.73
2024-07-20,13:54,35.01,69.7
2024-07-20,13:55,35.04,69.67
2024-07-20,13:56,35.08,69.64
2024-07-20,13:57,34.88,69.7
2024-07-20,13:58,34.9,69.73
2024-07-20,13:59,34.92,69.77
2024-07-20,14:00,34.94,69.81
2024-07-20,14:01,34.96,69.84
2024-07-20,14:02,34.99,69.88
2024-07-20,14:03,35.01,69.92
2024-07-20,14:04,35.03,69.95
2024-07-20,14:05,35.05,69.99
2024-07-20,14:06,35.08,70.03
2024-07-20,14:07,34.92,69.85
2024-07-20,14:08,34.95,69.77
2024-07-20,14:09,34.98,69.68
2024-07-20,14:10,35.01,69.59
2024-07-20,14:11,35.04,69.5
2024-07-20,14:12,35.07,69.42
2024-07-20,14:13,35.1,69.33
2024-07-20,14:14,35.13,69.24
2024-07-20,14:15,35.16,69.15
2024-07-20,14:16,35.19,69.06
2024-07-20,14:17,35.39,69.1
2024-07-20,14:18,35.35,69.02
2024-07-20,14:19,35.31,68.93
2024-07-20,14:20,35.27,68.85
2024-07-20,14:21,35.23,68.76
2024-07-20,14:22,35.18,68.68
2024-07-20,14:23,35.14,68.59
2024-07-20,14:24,35.1,68.51
2024-07-20,14:25,35.06,68.42
2024-07-20,14:26,35.01,68.33
2024-07-20,14:27,35.51,67.77
2024-07-20,14:28,35.48,67.83
2024-07-20,14:29,35.45,67.89
2024-07-20,14:30,35.42,67.96
2024-07-20,14:31,35.39,68.02
2024-07-20,14:32,35.36,68.09
2024-07-20,14:33,35.33,68.15
2024-07-20,14:34,35.3,68.22
2024-07-20,14:35,35.27,68.28
2024-07-20,14:36,35.23,68.35
2024-07-20,14:37,35.51,68.59
2024-07-20,14:38,35.49,68.55
2024-07-20,14:39,35.46,68.51
2024-07-20,14:40,35.43,68.46
2024-07-20,14:41,35.41,68.42
2024-07-20,14:42,35.38,68.38
2024-07-20,14:43,35.35,68.33
2024-07-20,14:44,35.33,68.29
2024-07-20,14:45,35.3,68.25
2024-07-20,14:46,35.27,68.2
2024-07-20,14:47,35.27,68.19
2024-07-20,14:48,35.3,68.29
2024-07-20,14:49,35.33,68.39
2024-07-20,14:50,35.37,68.49
2024-07-20,14:51,35.4,68.59
2024-07-20,14:52,35.44,68.69
2024-07-20,14:53,35.47,68.79
2024-07-20,14:54,35.51,68.89
2024-07-20,14:55,35.54,68.99
2024-07-20,14:56,35.58,69.1
2024-07-20,14:57,35.42,69.22
2024-07-20,14:58,35.44,69.24
2024-07-20,14:59,35.46,69.27
2024-07-20,15:00,35.49,69.3
2024-07-20,15:01,35.51,69.33
2024-07-20,15:02,35.54,69.35
2024-07-20,15:03,35.56,69.38
2024-07-20,15:04,35.59,69.41
2024-07-20,15:05,35.61,69.44
2024-07-20,15:06,35.64,69.47
2024-07-20,15:07,35.58,69.51
2024-07-20,15:08,35.59,69.44
2024-07-20,15:09,35.61,69.36
2024-07-20,15:10,35.63,69.29
2024-07-20,15:11,35.65,69.21
2024-07-20,15:12,35.67,69.14
2024-07-20,15:13,35.69,69.06
2024-07-20,15:14,35.71,68.99
2024-07-20,15:15,35.73,68.91
2024-07-20,15:16,35.75,68.83
2024-07-20,15:17,35.64,68.03
2024-07-20,15:18,35.68,68.11
2024-07-20,15:19,35.72,68.19
2024-07-20,15:20,35.76,68.27
2024-07-20,15:21,35.8,68.35
2024-07-20,15:22,35.84,68.43
2024-07-20,15:23,35.88,68.51
2024-07-20,15:24,35.92,68.59
2024-07-20,15:25,35.96,68.67
2024-07-20,15:26,36.01,68.76
2024-07-20,15:27,35.69,68.51
2024-07-20,15:28,35.72,68.49
2024-07-20,15:29,35.76,68.47
2024-07-20,15:30,35.79,68.45
2024-07-20,15:31,35.83,68.43
2024-07-20,15:32,35.86,68.41
2024-07-20,15:33,35.9,68.39
2024-07-20,15:34,35.93,68.37
2024-07-20,15:35,35.97,68.35
2024-07-20,15:36,36.01,68.32
2024-07-20,15:37,36.01,68.38
2024-07-20,15:38,35.99,68.27
2024-07-20,15:39,35.96,68.16
2024-07-20,15:40,35.93,68.04
2024-07-20,15:41,35.9,67.93
2024-07-20,15:42,35.87,67.81
2024-07-20,15:43,35.84,67.7
2024-07-20,15:44,35.81,67.58
2024-07-20,15:45,35.78,67.47
2024-07-20,15:46,35.75,67.35
2024-07-20,15:47,36.01,67.27
2024-07-20,15:48,36.0,67.17
2024-07-20,15:49,35.99,67.07
2024-07-20,15:50,35.97,66.97
2024-07-20,15:51,35.96,66.87
2024-07-20,15:52,35.94,66.76
2024-07-20,15:53,35.93,66.66
2024-07-20,15:54,35.91,66.56
2024-07-20,15:55,35.9,66.46
2024-07-20,15:56,35.88,66.35
2024-07-20,15:57,35.69,65.65
2024-07-20,15:58,35.72,65.67
2024-07-20,15:59,35.76,65.69
2024-07-20,16:00,35.79,65.72
2024-07-20,16:01,35.83,65.74
2024-07-20,16:02,35.86,65.76
2024-07-20,16:03,35.9,65.79
2024-07-20,16:04,35.93,65.81
2024-07-20,16:05,35.97,65.83
2024-07-20,16:06,36.01,65.86
2024-07-20,16:07,35.86,65.45
2024-07-20,16:08,35.89,65.48
2024-07-20,16:09,35.92,65.51
2024-07-20,16:10,35.95,65.54
2024-07-20,16:11,35.98,65.57
2024-07-20,16:12,36.01,65.61
2024-07-20,16:13,36.04,65.64
2024-07-20,16:14,36.07,65.67
2024-07-20,16:15,36.1,65.7
2024-07-20,16:16,36.14,65.74
2024-07-20,16:17,35.88,65.65
2024-07-20,16:18,35.91,65.68
2024-07-20,16:19,35.94,65.71
2024-07-20,16:20,35.97,65.75
2024-07-20,16:21,36.0,65.78
2024-07-20,16:22,36.03,65.82
2024-07-20,16:23,36.06,65.85
2024-07-20,16:24,36.09,65.89
2024-07-20,16:25,36.12,65.92
2024-07-20,16:26,36.16,65.96
2024-07-20,16:27,36.01,65.79
2024-07-20,16:28,36.03,65.74
2024-07-20,16:29,36.06,65.69
2024-07-20,16:30,36.09,65.64
2024-07-20,16:31,36.12,65.59
2024-07-20,16:32,36.14,65.54
2024-07-20,16:33,36.17,65.49
2024-07-20,16:34,36.2,65.44
2024-07-20,16:35,36.23,65.39
2024-07-20,16:36,36.26,65.34
2024-07-20,16:37,36.32,65.21
2024-07-20,16:38,36.3,65.1
2024-07-20,16:39,36.28,64.98
2024-07-20,16:40,36.26,64.86
2024-07-20,16:41,36.24,64.74
2024-07-20,16:42,36.22,64.63
2024-07-20,16:43,36.2,64.51
2024-07-20,16:44,36.18,64.39
2024-07-20,16:45,36.16,64.27
2024-07-20,16:46,36.14,64.15
2024-07-20,16:47,36.14,64.07
2024-07-20,16:48,36.16,64.04
2024-07-20,16:49,36.19,64.0
2024-07-20,16:50,36.22,63.97
2024-07-20,16:51,36.24,63.93
2024-07-20,16:52,36.27,63.9
2024-07-20,16:53,36.3,63.86
2024-07-20,16:54,36.32,63.83
2024-07-20,16:55,36.35,63.79
2024-07-20,16:56,36.38,63.75
2024-07-20,16:57,36.17,63.78
2024-07-20,16:58,36.19,63.71
2024-07-20,16:59,36.21,63.64
2024-07-20,17:00,36.24,63.57
2024-07-20,17:01,36.26,63.5
2024-07-20,17:02,36.28,63.42
2024-07-20,17:03,36.31,63.35
2024-07-20,17:04,36.33,63.28
2024-07-20,17:05,36.35,63.21
2024-07-20,17:06,36.38,63.13
2024-07-20,17:07,36.41,62.83
2024-07-20,17:08,36.39,62.85
2024-07-20,17:09,36.37,62.88
2024-07-20,17:10,36.34,62.9
2024-07-20,17:11,36.32,62.93
2024-07-20,17:12,36.29,62.95
2024-07-20,17:13,36.27,62.98
2024-07-20,17:14,36.24,63.0
2024-07-20,17:15,36.22,63.03
2024-07-20,17:16,36.19,63.06
2024-07-20,17:17,36.19,63.1
2024-07-20,17:18,36.22,63.18
2024-07-20,17:19,36.26,63.26
2024-07-20,17:20,36.29,63.34
2024-07-20,17:21,36.33,63.42
2024-07-20,17:22,36.36,63.5
2024-07-20,17:23,36.4,63.58
2024-07-20,17:24,36.43,63.66
2024-07-20,17:25,36.47,63.74
2024-07-20,17:26,36.51,63.83
2024-07-20,17:27,36.63,63.93
2024-07-20,17:28,36.61,63.9
2024-07-20,17:29,36.58,63.86
2024-07-20,17:30,36.55,63.83
2024-07-20,17:31,36.52,63.79
2024-07-20,17:32,36.49,63.76
2024-07-20,17:33,36.46,63.72
2024-07-20,17:34,36.43,63.69
2024-07-20,17:35,36.4,63.65
2024-07-20,17:36,36.37,63.61
2024-07-20,17:37,36.38,64.06
2024-07-20,17:38,36.41,63.99
2024-07-20,17:39,36.44,63.92
2024-07-20,17:40,36.48,63.84
2024-07-20,17:41,36.51,63.77
2024-07-20,17:42,36.55,63.7
2024-07-20,17:43,36.58,63.62
2024-07-20,17:44,36.62,63.55
2024-07-20,17:45,36.65,63.48
2024-07-20,17:46,36.69,63.4
2024-07-20,17:47,36.66,63.14
2024-07-20,17:48,36.63,63.19
2024-07-20,17:49,36.6,63.25
2024-07-20,17:50,36.57,63.31
2024-07-20,17:51,36.54,63.36
2024-07-20,17:52,36.51,63.42
2024-07-20,17:53,36.48,63.48
2024-07-20,17:54,36.45,63.53
2024-07-20,17:55,36.42,63.59
2024-07-20,17:56,36.38,63.65
2024-07-20,17:57,36.38,63.09
2024-07-20,17:58,36.4,63.26
2024-07-20,17:59,36.43,63.43
2024-07-20,18:00,36.46,63.61
2024-07-20,18:01,36.49,63.78
2024-07-20,18:02,36.51,63.95
2024-07-20,18:03,36.54,64.13
2024-07-20,18:04,36.57,64.3
2024-07-20,18:05,36.6,64.47
2024-07-20,18:06,36.63,64.65
2024-07-20,18:07,36.63,64.93
2024-07-20,18:08,36.61,64.98
2024-07-20,18:09,36.58,65.03
2024-07-20,18:10,36.55,65.09
2024-07-20,18:11,36.52,65.14
2024-07-20,18:12,36.5,65.19
2024-07-20,18:13,36.47,65.25
2024-07-20,18:14,36.44,65.3
2024-07-20,18:15,36.41,65.35
2024-07-20,18:16,36.38,65.41
2024-07-20,18:17,36.38,65.82
2024-07-20,18:18,36.36,65.78
2024-07-20,18:19,36.33,65.73
2024-07-20,18:20,36.3,65.68
2024-07-20,18:21,36.28,65.63
2024-07-20,18:22,36.25,65.59
2024-07-20,18:23,36.22,65.54
2024-07-20,18:24,36.2,65.49
2024-07-20,18:25,36.17,65.44
2024-07-20,18:26,36.14,65.39
2024-07-20,18:27,36.14,65.79
2024-07-20,18:28,36.11,65.83
2024-07-20,18:29,36.08,65.87
2024-07-20,18:30,36.05,65.92
2024-07-20,18:31,36.02,65.96
2024-07-20,18:32,35.99,66.0
2024-07-20,18:33,35.96,66.05
2024-07-20,18:34,35.93,66.09
2024-07-20,18:35,35.9,66.13
2024-07-20,18:36,35.87,66.18
2024-07-20,18:37,35.88,66.04
2024-07-20,18:38,35.86,66.09
2024-07-20,18:39,35.84,66.14
2024-07-20,18:40,35.81,66.2
2024-07-20,18:41,35.79,66.25
2024-07-20,18:42,35.76,66.31
2024-07-20,18:43,35.74,66.36
2024-07-20,18:44,35.71,66.42
2024-07-20,18:45,35.69,66.47
2024-07-20,18:46,35.66,66.53
2024-07-20,18:47,35.88,66.75
